# Flame-test spectral data used by the viewer
# element: Ferro (Fe)
# reagent: Cloruro di ferro(III) (FeCl3)
# range_nm: 380-770 air wavelengths
# NIST criterion: line_out=3, Only with observed wavelengths or intensities
# Atomic intensity: numeric part of NIST Rel. int.; source-dependent and qualitative.
# Molecular intensity: within-species source ratio; cross-species scale is an explicit estimate.
# Emissions without a positive numeric relative intensity are excluded.
# fields: species|wavelength_nm|wavelength_kind|rel_intensity_raw|rel_intensity_numeric|normalized_within_species|component_scale|plotted_relative|transition_type|source_ref|notes
Fe I|381.18907|observed|11000|11000|0.00151724138|0.45|0.000682758621|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.29643|observed|398000|398000|0.0548965517|0.45|0.0247034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.30578|observed|17000|17000|0.00234482759|0.45|0.00105517241|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.36347|observed|3390|3390|0.000467586207|0.45|0.000210413793|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.38842|observed|2950|2950|0.000406896552|0.45|0.000183103448|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.39331|observed|331|331|4.56551724e-05|0.45|2.05448276e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.45229|observed|28200|28200|0.00388965517|0.45|0.00175034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.47787|observed|2040|2040|0.00028137931|0.45|0.00012662069|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.584|observed|760000|760000|0.104827586|0.45|0.0471724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.634|observed|8300|8300|0.00114482759|0.45|0.000515172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.7451|observed|590|590|8.13793103e-05|0.45|3.66206897e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.76392|observed|3550|3550|0.000489655172|0.45|0.000220344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.8618|observed|479|479|6.60689655e-05|0.45|2.97310345e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|381.9493|observed|1100|1100|0.000151724138|0.45|6.82758621e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.11776|observed|65000|65000|0.00896551724|0.45|0.00403448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.18342|observed|12300|12300|0.00169655172|0.45|0.000763448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.40744|observed|3470|3470|0.00047862069|0.45|0.00021537931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.43035|observed|22900|22900|0.00315862069|0.45|0.00142137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.44435|observed|1000000|1e+06|0.137931034|0.45|0.0620689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.45553|observed|9800|9800|0.00135172414|0.45|0.000608275862|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.54025|observed|1150|1150|0.00015862069|0.45|7.13793103e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.58809|observed|760000|760000|0.104827586|0.45|0.0471724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.6626|observed|380|380|5.24137931e-05|0.45|2.35862069e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.68412|observed|1780|1780|0.000245517241|0.45|0.000110482759|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.75713|observed|7600|7600|0.00104827586|0.45|0.000471724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.78224|observed|590000|590000|0.0813793103|0.45|0.0366206897|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.815|observed|540bl|540|7.44827586e-05|0.45|3.35172414e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.85037|observed|1820|1820|0.000251034483|0.45|0.000112965517|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.94516|observed|2340|2340|0.000322758621|0.45|0.000145241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|382.9764|observed|660|660|9.10344828e-05|0.45|4.09655172e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.07572|observed|1740|1740|0.00024|0.45|0.000108|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.08617|observed|4370|4370|0.000602758621|0.45|0.000271241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.33079|observed|14100|14100|0.00194482759|0.45|0.000875172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.42222|observed|590000|590000|0.0813793103|0.45|0.0366206897|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.44552|observed|1170|1170|0.00016137931|0.45|7.26206897e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.63301|observed|11500|11500|0.0015862069|0.45|0.000713793103|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.69151|observed|398|398|5.48965517e-05|0.45|2.47034483e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.71347|observed|2750|2750|0.000379310345|0.45|0.000170689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|383.92556|observed|47900|47900|0.00660689655|0.45|0.00297310345|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.04372|observed|380000|380000|0.0524137931|0.45|0.0235862069|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.10477|observed|457000|457000|0.0630344828|0.45|0.0283655172|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.2896|observed|1120|1120|0.000154482759|0.45|6.95172414e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.29885|observed|690|690|9.51724138e-05|0.45|4.28275862e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.32565|observed|50000|50000|0.00689655172|0.45|0.00310344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.51686|observed|7900|7900|0.00108965517|0.45|0.000490344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.5215|observed|468|468|6.45517241e-05|0.45|2.90482759e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.56948|observed|1260|1260|0.000173793103|0.45|7.82068966e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.59849|observed|980|980|0.000135172414|0.45|6.08275862e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.62832|observed|500|500|6.89655172e-05|0.45|3.10344828e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.64091|observed|6000|6000|0.000827586207|0.45|0.000372413793|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.68|observed|24500bl*|24500|0.00337931034|0.45|0.00152068966|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.68|observed|24500bl*|24500|0.00337931034|0.45|0.00152068966|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.69333|observed|1200|1200|0.000165517241|0.45|7.44827586e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.82885|observed|780|780|0.000107586207|0.45|4.84137931e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|384.99664|observed|204000|204000|0.028137931|0.45|0.012662069|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.08176|observed|91000|91000|0.0125517241|0.45|0.00564827586|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.25724|observed|12900|12900|0.00177931034|0.45|0.000800689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.34565|observed|680|680|9.37931034e-05|0.45|4.22068966e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.43663|observed|2240|2240|0.000308965517|0.45|0.000139034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.53135|observed|720|720|9.93103448e-05|0.45|4.46896552e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.58451|observed|1860|1860|0.000256551724|0.45|0.000115448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.63713|observed|1100000|1.1e+06|0.151724138|0.45|0.0682758621|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|385.92123|observed|81000|81000|0.0111724138|0.45|0.00502758621|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.134|observed|4680|4680|0.000645517241|0.45|0.000290482759|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.36903|observed|620|620|8.55172414e-05|0.45|3.84827586e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.37411|observed|5800|5800|0.0008|0.45|0.00036|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.4593|observed|372|372|5.13103448e-05|0.45|2.30896552e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.55228|observed|178000|178000|0.0245517241|0.45|0.0110482759|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.7019|observed|710|710|9.79310345e-05|0.45|4.40689655e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.72157|observed|21400|21400|0.00295172414|0.45|0.00132827586|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.79203|observed|1660|1660|0.000228965517|0.45|0.000103034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.8232|observed|760|760|0.000104827586|0.45|4.71724138e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.9558|observed|8100|8100|0.00111724138|0.45|0.000502758621|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|386.96078|observed|4270|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.17477|observed|10200|10200|0.00140689655|0.45|0.000633103448|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.25009|observed|234000|234000|0.0322758621|0.45|0.0145241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.2921|observed|3240|3240|0.000446896552|0.45|0.000201103448|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.37603|observed|63000|63000|0.00868965517|0.45|0.00391034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.40532|observed|479|479|6.60689655e-05|0.45|2.97310345e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.60397|observed|7200|7200|0.000993103448|0.45|0.000446896552|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.66701|observed|620|620|8.55172414e-05|0.45|3.84827586e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.8018|observed|275000|275000|0.0379310345|0.45|0.0170689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.8182|observed|1510|1510|0.000208275862|0.45|9.37241379e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.8573|observed|1290000|1.29e+06|0.177931034|0.45|0.0800689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.86707|observed|49000|49000|0.00675862069|0.45|0.00304137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|387.87256|observed|10500|10500|0.00144827586|0.45|0.000651724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.19734|observed|690|690|9.51724138e-05|0.45|4.28275862e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.32797|observed|6500|6500|0.000896551724|0.45|0.000403448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.43584|observed|17400|17400|0.0024|0.45|0.00108|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.51453|observed|1320|1320|0.000182068966|0.45|8.19310345e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.55103|observed|16600|16600|0.00228965517|0.45|0.00103034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.59202|observed|479|479|6.60689655e-05|0.45|2.97310345e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.6282|observed|550000|550000|0.075862069|0.45|0.034137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.7048|observed|251000|251000|0.0346206897|0.45|0.0155793103|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.8416|observed|2090|2090|0.000288275862|0.45|0.000129724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.85132|observed|200000|200000|0.0275862069|0.45|0.0124137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.88213|observed|10200|10200|0.00140689655|0.45|0.000633103448|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|388.99199|observed|407|407|5.6137931e-05|0.45|2.5262069e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.03955|observed|710|710|9.79310345e-05|0.45|4.40689655e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.08402|observed|7900|7900|0.00108965517|0.45|0.000490344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.19262|observed|4790|4790|0.000660689655|0.45|0.000297310345|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.2892|observed|1510|1510|0.000208275862|0.45|9.37241379e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.29819|observed|500|500|6.89655172e-05|0.45|3.10344828e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.33091|observed|3160|3160|0.000435862069|0.45|0.000196137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.33901|observed|18600|18600|0.00256551724|0.45|0.00115448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.39122|observed|7100|7100|0.000979310345|0.45|0.000440689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.40117|observed|2750|2750|0.000379310345|0.45|0.000170689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.56562|observed|740000|740000|0.102068966|0.45|0.0459310345|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.74485|observed|4270|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.78896|observed|45700|45700|0.00630344828|0.45|0.00283655172|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.80086|observed|19500|19500|0.00268965517|0.45|0.00121034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.90286|observed|7200|7200|0.000993103448|0.45|0.000446896552|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|389.97071|observed|1070000|1.07e+06|0.147586207|0.45|0.0664137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.0515|observed|3090bl|3090|0.000426206897|0.45|0.000191793103|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.29455|observed|302000|302000|0.0416551724|0.45|0.0187448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.38976|observed|11200|11200|0.00154482759|0.45|0.000695172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.64795|observed|234000|234000|0.0322758621|0.45|0.0145241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.6532|observed|380|380|5.24137931e-05|0.45|2.35862069e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.67468|observed|3160|3160|0.000435862069|0.45|0.000196137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.7465|observed|3090|3090|0.000426206897|0.45|0.000191793103|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.79338|observed|12300|12300|0.00169655172|0.45|0.000763448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.88423|observed|910|910|0.000125517241|0.45|5.64827586e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.96573|observed|1910|1910|0.000263448276|0.45|0.000118551724|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|390.98293|observed|3630|3630|0.000500689655|0.45|0.000225310345|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.08434|observed|5100|5100|0.000703448276|0.45|0.000316551724|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.09988|observed|680|680|9.37931034e-05|0.45|4.22068966e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.36316|observed|4570|4570|0.000630344828|0.45|0.000283655172|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.42727|observed|1660|1660|0.000228965517|0.45|0.000103034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.67307|observed|17000|17000|0.00234482759|0.45|0.00105517241|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.71807|observed|19100|19100|0.00263448276|0.45|0.00118551724|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.8315|observed|7900|7900|0.00108965517|0.45|0.000490344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.84152|observed|7900|7900|0.00108965517|0.45|0.000490344828|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.86414|observed|13800|13800|0.00190344828|0.45|0.000856551724|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|391.90652|observed|5400|5400|0.000744827586|0.45|0.000335172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.02578|observed|650000|650000|0.0896551724|0.45|0.0403448276|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.0837|observed|1100bl|1100|0.000151724138|0.45|6.82758621e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.12721|observed|1070|1070|0.000147586207|0.45|6.64137931e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.29115|observed|1000000|1e+06|0.137931034|0.45|0.0620689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.52002|observed|1380|1380|0.000190344828|0.45|8.56551724e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.56435|observed|6900|6900|0.000951724138|0.45|0.000428275862|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.5941|observed|9300|9300|0.00128275862|0.45|0.000577241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.60129|observed|2450|2450|0.000337931034|0.45|0.000152068966|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.77495|observed|407|407|5.6137931e-05|0.45|2.5262069e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.792|observed|219000bl*|219000|0.0302068966|0.45|0.0135931034|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.792|observed|219000bl*|219000|0.0302068966|0.45|0.0135931034|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.80827|observed|6200|6200|0.000855172414|0.45|0.000384827586|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.91161|observed|2290|2290|0.000315862069|0.45|0.000142137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|392.9208|observed|1910|1910|0.000263448276|0.45|0.000118551724|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.02964|observed|1150000|1.15e+06|0.15862069|0.45|0.0713793103|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.1117|observed|2090|2090|0.000288275862|0.45|0.000129724138|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.2244|observed|490|490|6.75862069e-05|0.45|3.04137931e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.26271|observed|8500|8500|0.00117241379|0.45|0.000527586207|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.3599|observed|4270bl*|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.3599|observed|4270bl*|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.3599|observed|4270bl*|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.53065|observed|1050|1050|0.000144827586|0.45|6.51724138e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.58122|observed|9300|9300|0.00128275862|0.45|0.000577241379|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.58602|observed|407|407|5.6137931e-05|0.45|2.5262069e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|393.73276|observed|7800|7800|0.00107586207|0.45|0.000484137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.08773|observed|10000|10000|0.00137931034|0.45|0.000620689655|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.1183|observed|560|560|7.72413793e-05|0.45|3.47586207e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.1275|observed|2570|2570|0.000354482759|0.45|0.000159517241|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.23638|observed|1100|1100|0.000151724138|0.45|6.82758621e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.24397|observed|8300|8300|0.00114482759|0.45|0.000515172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.33404|observed|3630|3630|0.000500689655|0.45|0.000225310345|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.35751|observed|510|510|7.03448276e-05|0.45|3.16551724e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.47385|observed|437|437|6.02758621e-05|0.45|2.71241379e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.4889|observed|2820|2820|0.000388965517|0.45|0.000175034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.51169|observed|5500|5500|0.00075862069|0.45|0.00034137931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.69946|observed|3470|3470|0.00047862069|0.45|0.00021537931|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.73786|observed|398|398|5.48965517e-05|0.45|2.47034483e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.75306|observed|4270|4270|0.000588965517|0.45|0.000265034483|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.8097|observed|8300|8300|0.00114482759|0.45|0.000515172414|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.8276|observed|269|269|3.71034483e-05|0.45|1.66965517e-05|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
Fe I|394.87746|observed|20400|20400|0.0028137931|0.45|0.0012662069|E1|L11631|NIST ASD Rel. int. descriptor preserved in raw field
