# Flame-test spectral data used by the viewer
# element: Bario (Ba)
# reagent: Nitrato di bario (Ba(NO3)2)
# range_nm: 380-770 air wavelengths
# NIST criterion: line_out=3, Only with observed wavelengths or intensities
# Atomic intensity: numeric part of NIST Rel. int.; source-dependent and qualitative.
# Molecular intensity: within-species source ratio; cross-species scale is an explicit estimate.
# Emissions without a positive numeric relative intensity are excluded.
# fields: species|wavelength_nm|wavelength_kind|rel_intensity_raw|rel_intensity_numeric|normalized_within_species|component_scale|plotted_relative|transition_type|source_ref|notes
Ba I|424.2605|observed|17|17|0.00928961749|0.6|0.00557377049|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|426.44174|observed|42|42|0.0229508197|0.6|0.0137704918|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|428.30973|observed|530|530|0.289617486|0.6|0.173770492|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|429.11571|observed|26|26|0.0142076503|0.6|0.00852459016|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|430.51815|observed|6|6|0.00327868852|0.6|0.00196721311|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|432.30031|observed|61|61|0.0333333333|0.6|0.02|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|432.51085|observed|18|18|0.00983606557|0.6|0.00590163934|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|433.29146|observed|39|39|0.0213114754|0.6|0.0127868852|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|435.03255|observed|271|271|0.148087432|0.6|0.088852459|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|435.95269|observed|9|9|0.00491803279|0.6|0.00295081967|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|440.25386|observed|273|273|0.149180328|0.6|0.0895081967|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|440.68319|observed|29|29|0.0158469945|0.6|0.00950819672|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|441.36612|observed|13|13|0.00710382514|0.6|0.00426229508|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|443.18943|observed|374|374|0.204371585|0.6|0.122622951|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|446.70914|observed|30|30|0.0163934426|0.6|0.00983606557|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|448.898|observed|234|234|0.127868852|0.6|0.0767213115|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|449.3638|observed|137|137|0.074863388|0.6|0.0449180328|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|450.4348|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|450.5924|observed|209|209|0.11420765|0.6|0.0685245902|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|452.3167|observed|327|327|0.178688525|0.6|0.107213115|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|457.3853|observed|230|230|0.12568306|0.6|0.0754098361|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|457.9638|observed|580|580|0.316939891|0.6|0.190163934|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|458.9756|observed|22|22|0.0120218579|0.6|0.00721311475|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|459.1824|observed|28|28|0.0153005464|0.6|0.00918032787|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|459.9717|observed|108|108|0.0590163934|0.6|0.0354098361|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|460.4983|observed|28|28|0.0153005464|0.6|0.00918032787|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|461.992|observed|40|40|0.0218579235|0.6|0.0131147541|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|462.8331|observed|63|63|0.0344262295|0.6|0.0206557377|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|467.3619|observed|133|133|0.0726775956|0.6|0.0436065574|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|469.1614|observed|306|306|0.167213115|0.6|0.100327869|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|469.9095|observed|24|24|0.0131147541|0.6|0.00786885246|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|470.0422|observed|80|80|0.043715847|0.6|0.0262295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|472.4713|observed|8|8|0.0043715847|0.6|0.00262295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|472.6434|observed|371|371|0.20273224|0.6|0.121639344|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|487.7647|observed|66|66|0.0360655738|0.6|0.0216393443|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|490.2848|observed|63|63|0.0344262295|0.6|0.0206557377|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|494.7312|observed|25|25|0.0136612022|0.6|0.00819672131|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|499.5644|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|505.4958|observed|19|19|0.0103825137|0.6|0.0062295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|515.9876|observed|80|80|0.043715847|0.6|0.0262295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|525.3804|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|530.5701|observed|6|6|0.00327868852|0.6|0.00196721311|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|542.4548|observed|199|199|0.108743169|0.6|0.0652459016|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|543.7318|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|551.9044|observed|280|280|0.153005464|0.6|0.0918032787|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|553.5481|observed|1830|1830|1|0.6|0.6|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|553.5869|observed|112|112|0.0612021858|0.6|0.0367213115|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|559.3308|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|567.9995|observed|21|21|0.0114754098|0.6|0.0068852459|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|568.0176|observed|41|41|0.0224043716|0.6|0.013442623|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|577.7618|observed|740|740|0.404371585|0.6|0.242622951|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|578.4042|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|580.0226|observed|203|203|0.110928962|0.6|0.066557377|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|580.5681|observed|419|419|0.228961749|0.6|0.137377049|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|581.8812|observed|14|14|0.00765027322|0.6|0.00459016393|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|582.6274|observed|610|610|0.333333333|0.6|0.2|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|590.7636|observed|94|94|0.0513661202|0.6|0.0308196721|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|597.1698|observed|700|700|0.382513661|0.6|0.229508197|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|597.8461|observed|8|8|0.0043715847|0.6|0.00262295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|599.7087|observed|620|620|0.338797814|0.6|0.203278689|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|601.947|observed|610|610|0.333333333|0.6|0.2|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|606.3114|observed|840|840|0.459016393|0.6|0.275409836|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|608.3394|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|611.0783|observed|880|880|0.480874317|0.6|0.28852459|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|612.9233|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|634.168|observed|900|900|0.491803279|0.6|0.295081967|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|641.1112|observed|3|3|0.00163934426|0.6|0.000983606557|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|645.0851|observed|580|580|0.316939891|0.6|0.190163934|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|648.2908|observed|1770|1770|0.967213115|0.6|0.580327869|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|649.876|observed|1060|1060|0.579234973|0.6|0.347540984|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|652.7311|observed|890|890|0.486338798|0.6|0.291803279|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|659.5325|observed|740|740|0.404371585|0.6|0.242622951|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|665.4114|observed|9|9|0.00491803279|0.6|0.00295081967|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|667.527|observed|462|462|0.252459016|0.6|0.15147541|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|669.3842|observed|454|454|0.248087432|0.6|0.148852459|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|677.1858|observed|4|4|0.00218579235|0.6|0.00131147541|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|686.5686|observed|62|62|0.0338797814|0.6|0.0203278689|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|686.7905|observed|8|8|0.0043715847|0.6|0.00262295082|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|696.1482|observed|1|1|0.000546448087|0.6|0.000327868852|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|705.9943|observed|770|770|0.420765027|0.6|0.252459016|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|708.9908|observed|6|6|0.00327868852|0.6|0.00196721311|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|712.0331|observed|530|530|0.289617486|0.6|0.173770492|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|715.3624|observed|5|5|0.00273224044|0.6|0.00163934426|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|719.523|observed|53|53|0.0289617486|0.6|0.0173770492|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|722.8796|observed|25|25|0.0136612022|0.6|0.00819672131|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|722.9568|observed|1|1|0.000546448087|0.6|0.000327868852|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|728.0296|observed|1280|1280|0.699453552|0.6|0.419672131|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|735.9308|observed|2|2|0.00109289617|0.6|0.000655737705|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|737.5502|observed|3|3|0.00163934426|0.6|0.000983606557|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|739.2405|observed|143|143|0.0781420765|0.6|0.0468852459|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|741.0009|observed|1|1|0.000546448087|0.6|0.000327868852|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|741.7536|observed|30|30|0.0163934426|0.6|0.00983606557|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|745.9664|observed|29|29|0.0158469945|0.6|0.00950819672|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|748.8075|observed|253|253|0.138251366|0.6|0.0829508197|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|751.3455|observed|2|2|0.00109289617|0.6|0.000655737705|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|752.3642|observed|1|1|0.000546448087|0.6|0.000327868852|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|761.0477|observed|22|22|0.0120218579|0.6|0.00721311475|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|763.6777|observed|14|14|0.00765027322|0.6|0.00459016393|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|764.2793|observed|23|23|0.012568306|0.6|0.00754098361|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
Ba I|767.2085|observed|560|560|0.306010929|0.6|0.183606557|E1|L9224|NIST ASD Rel. int. descriptor preserved in raw field
BaO condensed|750|band center|100|100|1|0.12|0.12|condensed-phase molecular continuum|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Broad BaO continuum approximated from Fig. 15b; nitrate decomposition product. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaOH|488|band center|72|72|0.72|0.65|0.468|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Transient hydroxide in a moist flame; scale estimated from composite Fig. 15a. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaOH|502|band center|30|30|0.3|0.65|0.195|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Transient hydroxide in a moist flame; scale estimated from composite Fig. 15a. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaOH|513|band center|100|100|1|0.65|0.65|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Transient hydroxide in a moist flame; scale estimated from composite Fig. 15a. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaOH|524|band center|86|86|0.86|0.65|0.559|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Transient hydroxide in a moist flame; scale estimated from composite Fig. 15a. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaOH|745|band center|47|47|0.47|0.65|0.3055|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Transient hydroxide in a moist flame; scale estimated from composite Fig. 15a. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|485|band center|72|72|0.72|0.7|0.504|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|497|band center|100|100|1|0.7|0.7|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|514|band center|87|87|0.87|0.7|0.609|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|526|band center|97|97|0.97|0.7|0.679|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|533|band center|100|100|1|0.7|0.7|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|535|band center|90|90|0.9|0.7|0.63|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|546|band center|16|16|0.16|0.7|0.112|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|551|band center|68|68|0.68|0.7|0.476|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|567|band center|51|51|0.51|0.7|0.357|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|574|band center|36|36|0.36|0.7|0.252|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|583|band center|32|32|0.32|0.7|0.224|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|589|band center|93|93|0.93|0.7|0.651|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|608|band center|88|88|0.88|0.7|0.616|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|612|band center|59|59|0.59|0.7|0.413|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|617|band center|34|34|0.34|0.7|0.238|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|623|band center|32|32|0.32|0.7|0.224|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|626|band center|29|29|0.29|0.7|0.203|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|632|band center|79|79|0.79|0.7|0.553|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|642|band center|26|26|0.26|0.7|0.182|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|653|band center|71|71|0.71|0.7|0.497|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|656|band center|57|57|0.57|0.7|0.399|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|663|band center|39|39|0.39|0.7|0.273|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|682|band center|56|56|0.56|0.7|0.392|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|686|band center|33|33|0.33|0.7|0.231|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|693|band center|26|26|0.26|0.7|0.182|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|701|band center|10|10|0.1|0.7|0.07|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|710|band center|50|50|0.5|0.7|0.35|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|718|band center|46|46|0.46|0.7|0.322|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|725|band center|14|14|0.14|0.7|0.098|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|734|band center|32|32|0.32|0.7|0.224|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|744|band center|16|16|0.16|0.7|0.112|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
BaO gas|752|band center|26|26|0.26|0.7|0.182|molecular vibronic band|https://www.jpyro.co.uk/wp-content/uploads/j18_1_fglk1.pdf|Gas-phase oxide; Appendix column H. Scale estimated from Fig. 15a/e. Internal ratios from the cited source; cross-species scale is an explicit visual estimate.
